,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value
7582,Maharashtra,sindhudurg,1999,kharif,Rice,75400,172400,2.286472149
7584,Maharashtra,sindhudurg,2000,kharif,Rice,75400,187300,2.484084881
7586,Maharashtra,sindhudurg,2001,kharif,Rice,74300,189400,2.549125168
7588,Maharashtra,sindhudurg,2002,kharif,Rice,74500,163300,2.191946309
7590,Maharashtra,sindhudurg,2003,kharif,Rice,74700,236900,3.171352075
7592,Maharashtra,sindhudurg,2004,kharif,Rice,74500,210800,2.829530201
7594,Maharashtra,sindhudurg,2005,kharif,Rice,74500,215400,2.891275168
7596,Maharashtra,sindhudurg,2006,kharif,Rice,74700,220400,2.950468541
7598,Maharashtra,sindhudurg,2007,kharif,Rice,749,2051,2.738317757
7599,Maharashtra,sindhudurg,2008,kharif,Rice,74400,208000,2.795698925
7600,Maharashtra,sindhudurg,2009,kharif,Rice,74600,196200,2.63002681
7601,Maharashtra,sindhudurg,2010,kharif,Rice,73900,197000,2.665764547
7602,Maharashtra,sindhudurg,2011,kharif,Rice,74200,202500,2.729110512
7604,Maharashtra,sindhudurg,2012,kharif,Rice,74200,207000,2.789757412
7606,Maharashtra,sindhudurg,2013,kharif,Rice,74200,232800,3.137466307
7608,Maharashtra,sindhudurg,2014,kharif,Rice,67400,222400,3.299703264
7610,Maharashtra,solapur,1997,kharif,Rice,2100,2300,1.095238095
7611,Maharashtra,solapur,1998,kharif,Rice,2900,3300,1.137931034
7612,Maharashtra,solapur,1999,kharif,Rice,3200,4200,1.3125
7613,Maharashtra,solapur,2000,kharif,Rice,3000,3400,1.133333333
7614,Maharashtra,solapur,2001,kharif,Rice,600,800,1.333333333
7615,Maharashtra,solapur,2002,kharif,Rice,500,300,0.6
7616,Maharashtra,solapur,2003,kharif,Rice,200,100,0.5
7617,Maharashtra,solapur,2004,kharif,Rice,400,100,0.25
7618,Maharashtra,solapur,2005,kharif,Rice,100,100,1
7619,Maharashtra,solapur,2006,kharif,Rice,400,100,0.25
7620,Maharashtra,solapur,2007,kharif,Rice,3,3,1
7621,Maharashtra,solapur,2008,kharif,Rice,100,10,0.1
7622,Maharashtra,solapur,2009,kharif,Rice,100,14,0.14
7623,Maharashtra,solapur,2010,kharif,Rice,700,200,0.285714286
7624,Maharashtra,solapur,2011,kharif,Rice,700,200,0.285714286
7625,Maharashtra,solapur,2012,kharif,Rice,400,100,0.25
7626,Maharashtra,solapur,2013,kharif,Rice,400,100,0.25
7627,Maharashtra,solapur,2014,kharif,Rice,400,100,0.25
7628,Maharashtra,thane,1997,kharif,Rice,146700,343300,2.340149966
7630,Maharashtra,thane,1998,kharif,Rice,139500,266400,1.909677419
7632,Maharashtra,thane,1999,kharif,Rice,139200,295500,2.122844828
7634,Maharashtra,thane,2000,kharif,Rice,139300,170200,1.221823403
7636,Maharashtra,thane,2001,kharif,Rice,138600,340000,2.453102453
7638,Maharashtra,thane,2002,kharif,Rice,138000,153800,1.114492754
7640,Maharashtra,thane,2003,kharif,Rice,138500,391600,2.827436823
7642,Maharashtra,thane,2004,kharif,Rice,138600,328800,2.372294372
7644,Maharashtra,thane,2005,kharif,Rice,137000,304700,2.224087591
7646,Maharashtra,thane,2006,kharif,Rice,137600,252200,1.832848837
7648,Maharashtra,thane,2007,kharif,Rice,1381,3033,2.196234613
7649,Maharashtra,thane,2008,kharif,Rice,138000,297300,2.154347826
7650,Maharashtra,thane,2009,kharif,Rice,136000,285000,2.095588235
7651,Maharashtra,thane,2010,kharif,Rice,136000,275300,2.024264706
7652,Maharashtra,thane,2011,kharif,Rice,137500,337200,2.452363636
7654,Maharashtra,thane,2012,kharif,Rice,137500,356800,2.594909091
7656,Maharashtra,thane,2013,kharif,Rice,137500,328000,2.385454545
7658,Maharashtra,thane,2014,kharif,Rice,55200,132900,2.407608696
7660,Maharashtra,wardha,1997,kharif,Rice,800,400,0.5
7661,Maharashtra,wardha,1998,kharif,Rice,500,500,1
7662,Maharashtra,wardha,1999,kharif,Rice,500,300,0.6
7663,Maharashtra,wardha,2000,kharif,Rice,600,300,0.5
7664,Maharashtra,wardha,2001,kharif,Rice,500,300,0.6
7665,Maharashtra,wardha,2002,kharif,Rice,500,300,0.6
7666,Maharashtra,wardha,2003,kharif,Rice,300,200,0.666666667
7667,Maharashtra,wardha,2004,kharif,Rice,200,200,1
7668,Maharashtra,wardha,2005,kharif,Rice,200,200,1
7669,Maharashtra,wardha,2006,kharif,Rice,100,100,1
7670,Maharashtra,wardha,2007,kharif,Rice,1,1,1
7671,Maharashtra,yavatmal,1997,kharif,Rice,6700,3800,0.567164179
7672,Maharashtra,yavatmal,1998,kharif,Rice,5400,4000,0.740740741
7673,Maharashtra,yavatmal,1999,kharif,Rice,5300,4600,0.867924528
7674,Maharashtra,yavatmal,2000,kharif,Rice,5200,4300,0.826923077
7675,Maharashtra,yavatmal,2001,kharif,Rice,4800,4800,1
7676,Maharashtra,yavatmal,2002,kharif,Rice,3700,2400,0.648648649
7677,Maharashtra,yavatmal,2003,kharif,Rice,3300,2000,0.606060606
7678,Maharashtra,yavatmal,2004,kharif,Rice,2400,800,0.333333333
7679,Maharashtra,yavatmal,2005,kharif,Rice,1800,900,0.5
7680,Maharashtra,yavatmal,2006,kharif,Rice,600,300,0.5
7681,Maharashtra,yavatmal,2007,kharif,Rice,6,4,0.666666667
7682,Maharashtra,yavatmal,2008,kharif,Rice,500,200,0.4
7683,Maharashtra,yavatmal,2009,kharif,Rice,200,300,1.5
7684,Maharashtra,yavatmal,2011,kharif,Rice,100,100,1
7685,Maharashtra,yavatmal,2012,kharif,Rice,100,40,0.4
7686,Maharashtra,yavatmal,2013,kharif,Rice,100,,0
7687,Manipur,bishnupur,1997,kharif,Rice,17,40,2.352941176
7690,Manipur,bishnupur,1999,kharif,Rice,18360,48930,2.66503268
7691,Manipur,bishnupur,2000,kharif,Rice,18660,50320,2.696677385
7692,Manipur,bishnupur,2001,kharif,Rice,19020,51410,2.702944269
7693,Manipur,bishnupur,2002,kharif,Rice,17050,48370,2.836950147
7694,Manipur,bishnupur,2003,kharif,Rice,16470,55040,3.341833637
7695,Manipur,bishnupur,2004,kharif,Rice,21740,63390,2.915823367
7696,Manipur,bishnupur,2005,kharif,Rice,16030,48180,3.005614473
7697,Manipur,bishnupur,2006,kharif,Rice,15210,40820,2.683760684
7698,Manipur,bishnupur,2007,kharif,Rice,17200,50940,2.961627907
7699,Manipur,chandel,1997,kharif,Rice,7,9,1.285714286
7702,Manipur,chandel,1999,kharif,Rice,6170,6710,1.087520259
7703,Manipur,chandel,2000,kharif,Rice,9410,11680,1.241232731
7704,Manipur,chandel,2001,kharif,Rice,8820,12220,1.385487528
7705,Manipur,chandel,2002,kharif,Rice,5610,5930,1.057040998
7706,Manipur,chandel,2003,kharif,Rice,7240,12040,1.662983425
