,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value
10358,Telangana ,karimnagar,2003,kharif,Rice,122858,395726,3.221003109
10360,Telangana ,karimnagar,2004,kharif,Rice,65453,147989,2.26099644
10362,Telangana ,karimnagar,2005,kharif,Rice,146979,501639,3.412997775
10364,Telangana ,karimnagar,2006,kharif,Rice,166750,521094,3.125001499
10366,Telangana ,karimnagar,2007,kharif,Rice,130000,441000,3.392307692
10368,Telangana ,karimnagar,2008,kharif,Rice,160406,543135,3.386001771
10370,Telangana ,karimnagar,2009,kharif,Rice,84886,274182,3.230002592
10372,Telangana ,karimnagar,2010,kharif,Rice,159548,523465,3.280924863
10374,Telangana ,karimnagar,2011,kharif,Rice,185727,601858,3.240551993
10376,Telangana ,karimnagar,2013,kharif,Rice,209454,732042,3.495001289
10378,Telangana ,karimnagar,2014,kharif,Rice,179282,632136,3.525931215
10380,Telangana ,khammam,1997,kharif,Rice,121100,251900,2.080099092
10382,Telangana ,khammam,1998,kharif,Rice,160700,439400,2.734287492
10384,Telangana ,khammam,1999,kharif,Rice,166514,373491,2.243000589
10386,Telangana ,khammam,2000,kharif,Rice,172538,470856,2.728998829
10388,Telangana ,khammam,2001,kharif,Rice,98756,254988,2.582000081
10390,Telangana ,khammam,2002,kharif,Rice,98920,169054,1.708997169
10392,Telangana ,khammam,2003,kharif,Rice,130159,377591,2.90099801
10394,Telangana ,khammam,2004,kharif,Rice,136374,387848,2.844002522
10396,Telangana ,khammam,2005,kharif,Rice,159480,410342,2.572999749
10398,Telangana ,khammam,2006,kharif,Rice,155691,383000,2.460000899
10400,Telangana ,khammam,2007,kharif,Rice,146000,450000,3.082191781
10402,Telangana ,khammam,2008,kharif,Rice,158279,477686,3.017999861
10404,Telangana ,khammam,2009,kharif,Rice,48475,109408,2.256998453
10406,Telangana ,khammam,2010,kharif,Rice,167037,522924,3.130587834
10408,Telangana ,khammam,2011,kharif,Rice,150051,366113,2.439923759
10410,Telangana ,khammam,2013,kharif,Rice,148142,432575,2.92000243
10412,Telangana ,khammam,2014,kharif,Rice,110439,328435,2.973904146
10414,Telangana ,mahbubnagar,1997,kharif,Rice,53200,100700,1.892857143
10416,Telangana ,mahbubnagar,1998,kharif,Rice,72100,141200,1.958391123
10418,Telangana ,mahbubnagar,1999,kharif,Rice,92732,154677,1.668000259
10420,Telangana ,mahbubnagar,2000,kharif,Rice,116763,290973,2.491996609
10422,Telangana ,mahbubnagar,2001,kharif,Rice,76057,184210,2.42199929
10424,Telangana ,mahbubnagar,2002,kharif,Rice,76711,155340,2.025002933
10426,Telangana ,mahbubnagar,2003,kharif,Rice,66350,161231,2.430007536
10428,Telangana ,mahbubnagar,2004,kharif,Rice,58491,132716,2.268998649
10430,Telangana ,mahbubnagar,2005,kharif,Rice,73651,181402,2.462994392
10432,Telangana ,mahbubnagar,2006,kharif,Rice,74466,181697,2.439999463
10434,Telangana ,mahbubnagar,2007,kharif,Rice,102000,297000,2.911764706
10436,Telangana ,mahbubnagar,2008,kharif,Rice,96411,285569,2.961996038
10438,Telangana ,mahbubnagar,2009,kharif,Rice,95390,216726,2.271999161
10440,Telangana ,mahbubnagar,2010,kharif,Rice,130411,360230,2.762266987
10442,Telangana ,mahbubnagar,2011,kharif,Rice,120826,266609,2.206553225
10444,Telangana ,mahbubnagar,2013,kharif,Rice,103744,301561,2.906780151
10446,Telangana ,mahbubnagar,2014,kharif,Rice,111302,282357,2.536854684
10448,Telangana ,medak,1997,kharif,Rice,47700,83500,1.750524109
10450,Telangana ,medak,1998,kharif,Rice,70700,172100,2.434229137
10452,Telangana ,medak,1999,kharif,Rice,78489,159097,2.026997414
10454,Telangana ,medak,2000,kharif,Rice,85328,214003,2.508004407
10456,Telangana ,medak,2001,kharif,Rice,76008,190704,2.508999053
10458,Telangana ,medak,2002,kharif,Rice,59589,125852,2.112000537
10460,Telangana ,medak,2003,kharif,Rice,63923,164218,2.568997075
10462,Telangana ,medak,2004,kharif,Rice,49327,95546,1.936991911
10464,Telangana ,medak,2005,kharif,Rice,59452,171519,2.884999664
10466,Telangana ,medak,2006,kharif,Rice,63532,166136,2.614997167
10468,Telangana ,medak,2007,kharif,Rice,58000,164000,2.827586207
10470,Telangana ,medak,2008,kharif,Rice,78658,206477,2.624996822
10472,Telangana ,medak,2009,kharif,Rice,49470,133272,2.693996361
10474,Telangana ,medak,2010,kharif,Rice,81914,285893,3.490160412
10476,Telangana ,medak,2011,kharif,Rice,90400,285575,3.159015487
10478,Telangana ,medak,2013,kharif,Rice,108639,393985,3.626552159
10480,Telangana ,medak,2014,kharif,Rice,73983,234342,3.167511455
10482,Telangana ,nalgonda,1997,kharif,Rice,149100,369500,2.478202549
10484,Telangana ,nalgonda,1998,kharif,Rice,164300,491600,2.992087645
10486,Telangana ,nalgonda,1999,kharif,Rice,175702,420279,2.391998953
10488,Telangana ,nalgonda,2000,kharif,Rice,176488,560173,3.174000499
10490,Telangana ,nalgonda,2001,kharif,Rice,142660,395739,2.774001122
10492,Telangana ,nalgonda,2002,kharif,Rice,94008,210954,2.244000511
10494,Telangana ,nalgonda,2003,kharif,Rice,62982,188631,2.994998571
10496,Telangana ,nalgonda,2004,kharif,Rice,117401,330836,2.817999847
10498,Telangana ,nalgonda,2005,kharif,Rice,160332,456145,2.845002869
10500,Telangana ,nalgonda,2006,kharif,Rice,160003,414568,2.591001419
10502,Telangana ,nalgonda,2007,kharif,Rice,163000,516000,3.165644172
10504,Telangana ,nalgonda,2008,kharif,Rice,193718,602657,3.111001559
10506,Telangana ,nalgonda,2009,kharif,Rice,98690,319262,3.23499848
10508,Telangana ,nalgonda,2010,kharif,Rice,206149,642566,3.1169979
10510,Telangana ,nalgonda,2011,kharif,Rice,216547,634050,2.928001773
10512,Telangana ,nalgonda,2013,kharif,Rice,192185,546190,2.842001197
10514,Telangana ,nalgonda,2014,kharif,Rice,177458,549765,3.098000654
10516,Telangana ,nizamabad,1997,kharif,Rice,81600,135100,1.655637255
10518,Telangana ,nizamabad,1998,kharif,Rice,108400,308000,2.841328413
10520,Telangana ,nizamabad,1999,kharif,Rice,115922,295946,2.552975276
10522,Telangana ,nizamabad,2000,kharif,Rice,130502,333694,2.557002958
10524,Telangana ,nizamabad,2001,kharif,Rice,122016,303088,2.484002098
10526,Telangana ,nizamabad,2002,kharif,Rice,89863,140096,1.55899536
10528,Telangana ,nizamabad,2003,kharif,Rice,73668,229181,3.110997991
10530,Telangana ,nizamabad,2004,kharif,Rice,60268,135422,2.246996748
10532,Telangana ,nizamabad,2005,kharif,Rice,98831,344130,3.482004634
10534,Telangana ,nizamabad,2006,kharif,Rice,114358,361714,3.162996904
10536,Telangana ,nizamabad,2007,kharif,Rice,71000,254000,3.577464789
10538,Telangana ,nizamabad,2008,kharif,Rice,111687,407769,3.650997878
10540,Telangana ,nizamabad,2009,kharif,Rice,75732,245978,3.248006127
10542,Telangana ,nizamabad,2010,kharif,Rice,116729,427496,3.662294717
10544,Telangana ,nizamabad,2011,kharif,Rice,149497,584000,3.906432905
10546,Telangana ,nizamabad,2013,kharif,Rice,152303,622200,4.085277375
10548,Telangana ,nizamabad,2014,kharif,Rice,112427,404400,3.59700072
10550,Telangana ,rangareddi,1997,kharif,Rice,24000,48900,2.0375
10552,Telangana ,rangareddi,1998,kharif,Rice,30200,55300,1.831125828
10554,Telangana ,rangareddi,1999,kharif,Rice,34109,79167,2.321000322
10556,Telangana ,rangareddi,2000,kharif,Rice,39103,100573,2.572002148
10558,Telangana ,rangareddi,2001,kharif,Rice,25102,66520,2.649988049
10560,Telangana ,rangareddi,2002,kharif,Rice,20618,36844,1.786982249
10562,Telangana ,rangareddi,2003,kharif,Rice,21939,50942,2.321983682
10564,Telangana ,rangareddi,2004,kharif,Rice,19504,50574,2.593006563
10566,Telangana ,rangareddi,2005,kharif,Rice,23600,65726,2.785
10568,Telangana ,rangareddi,2006,kharif,Rice,20010,54747,2.735982009
10570,Telangana ,rangareddi,2007,kharif,Rice,19000,46000,2.421052632
10572,Telangana ,rangareddi,2008,kharif,Rice,19183,56398,2.939998957
10574,Telangana ,rangareddi,2009,kharif,Rice,20022,52157,2.604984517
10576,Telangana ,rangareddi,2010,kharif,Rice,30985,78837,2.544360174
10578,Telangana ,rangareddi,2011,kharif,Rice,29334,67684,2.307356651
10580,Telangana ,rangareddi,2013,kharif,Rice,27054,62711,2.317993642
10582,Telangana ,rangareddi,2014,kharif,Rice,23817,60376,2.534996011
10584,Telangana ,warangal,1997,kharif,Rice,43500,97300,2.236781609
10586,Telangana ,warangal,1998,kharif,Rice,133300,376900,2.827456864
10588,Telangana ,warangal,1999,kharif,Rice,132447,281450,2.125000944
10590,Telangana ,warangal,2000,kharif,Rice,162922,464979,2.853997618
10592,Telangana ,warangal,2001,kharif,Rice,129975,369259,2.841000192
10594,Telangana ,warangal,2002,kharif,Rice,109862,228074,2.076004442
10596,Telangana ,warangal,2003,kharif,Rice,124333,381827,3.071002871
10598,Telangana ,warangal,2004,kharif,Rice,108411,291842,2.6919962
10600,Telangana ,warangal,2005,kharif,Rice,139319,440805,3.163997732
10602,Telangana ,warangal,2006,kharif,Rice,140255,408002,2.909001462
10604,Telangana ,warangal,2007,kharif,Rice,115000,354000,3.07826087
10606,Telangana ,warangal,2008,kharif,Rice,152852,459932,3.009002172
10608,Telangana ,warangal,2009,kharif,Rice,84342,209253,2.481005905
10610,Telangana ,warangal,2010,kharif,Rice,169278,519314,3.067817436
10612,Telangana ,warangal,2011,kharif,Rice,160729,404520,2.516782908
10614,Telangana ,warangal,2013,kharif,Rice,159311,501478,3.147792682
10616,Telangana ,warangal,2014,kharif,Rice,95515,282059,2.953033555
10618,Tripura,gomati,2012,kharif,Rice,37021,107326,2.899057292
10619,Tripura,gomati,2013,kharif,Rice,31355,90682,2.892106522
10620,Tripura,gomati,2014,kharif,Rice,35009,107500,3.070638979
10621,Tripura,khowai,2012,kharif,Rice,23889,67277,2.816233413
10622,Tripura,khowai,2013,kharif,Rice,24338,67649,2.779562824
10623,Tripura,khowai,2014,kharif,Rice,23381,67131,2.871177452
10624,Tripura,north tripura,1998,kharif,Rice,42640,81425,1.909591932
10625,Tripura,north tripura,1999,kharif,Rice,39080,77670,1.987461617
10626,Tripura,north tripura,2000,kharif,Rice,39350,82420,2.094536213
10627,Tripura,north tripura,2001,kharif,Rice,39290,88490,2.25222703
10628,Tripura,north tripura,2002,kharif,Rice,44510,94380,2.120422377
10629,Tripura,north tripura,2003,kharif,Rice,43810,98970,2.259073271
10630,Tripura,north tripura,2004,kharif,Rice,45596,96607,2.118760418
10631,Tripura,north tripura,2005,kharif,Rice,42376,104850,2.474277893
10632,Tripura,north tripura,2006,kharif,Rice,40835,94365,2.31088527
10633,Tripura,north tripura,2007,kharif,Rice,41900,92796,2.214701671
10634,Tripura,north tripura,2008,kharif,Rice,39877,101477,2.544750107
10635,Tripura,north tripura,2009,kharif,Rice,40428,96019,2.375061838
10636,Tripura,north tripura,2010,kharif,Rice,47309,117645,2.486736139
10637,Tripura,north tripura,2011,kharif,Rice,48908,122777,2.510366402
10638,Tripura,north tripura,2012,kharif,Rice,29795,75063,2.519315321
10639,Tripura,north tripura,2013,kharif,Rice,32584,78887,2.421034864
10640,Tripura,north tripura,2014,kharif,Rice,32623,83278,2.552738865
10641,Tripura,sepahijala,2012,kharif,Rice,48356,147453,3.049321697
10642,Tripura,sepahijala,2013,kharif,Rice,49364,149425,3.027003484
10643,Tripura,sepahijala,2014,kharif,Rice,47973,150378,3.134638234
10644,Tripura,south tripura,1998,kharif,Rice,76357,148170,1.940490066
10645,Tripura,south tripura,1999,kharif,Rice,68960,154400,2.238979118
10646,Tripura,south tripura,2000,kharif,Rice,76840,178220,2.319364914
10647,Tripura,south tripura,2001,kharif,Rice,78290,191660,2.44807766
10648,Tripura,south tripura,2002,kharif,Rice,78770,193760,2.459819728
10649,Tripura,south tripura,2003,kharif,Rice,80890,201840,2.49524045
10650,Tripura,south tripura,2004,kharif,Rice,80299,198375,2.470454178
10651,Tripura,south tripura,2005,kharif,Rice,81372,213034,2.618025857
10652,Tripura,south tripura,2006,kharif,Rice,81447,218494,2.682652522
10653,Tripura,south tripura,2007,kharif,Rice,83304,222472,2.670604053
10654,Tripura,south tripura,2008,kharif,Rice,80800,220676,2.731138614
10655,Tripura,south tripura,2009,kharif,Rice,82074,225730,2.750322879
10656,Tripura,south tripura,2010,kharif,Rice,82951,230326,2.776651276
10657,Tripura,south tripura,2011,kharif,Rice,84209,236107,2.803821444
10658,Tripura,south tripura,2012,kharif,Rice,41350,118814,2.87337364
10659,Tripura,south tripura,2013,kharif,Rice,42246,127322,3.013823794
10660,Tripura,south tripura,2014,kharif,Rice,42639,128021,3.002439082
10661,Tripura,unakoti,2012,kharif,Rice,17201,48146,2.799023313
10662,Tripura,unakoti,2013,kharif,Rice,17245,47041,2.727805161
10663,Tripura,unakoti,2014,kharif,Rice,17674,51830,2.932556297
10664,Tripura,west tripura,1998,kharif,Rice,102480,205230,2.00263466
10665,Tripura,west tripura,1999,kharif,Rice,99140,229950,2.319447246
10666,Tripura,west tripura,2000,kharif,Rice,97380,228100,2.342370097
10667,Tripura,west tripura,2001,kharif,Rice,97280,247580,2.545024671
10668,Tripura,west tripura,2002,kharif,Rice,98010,250160,2.552392613
10669,Tripura,west tripura,2003,kharif,Rice,101000,253590,2.510792079
10670,Tripura,west tripura,2004,kharif,Rice,98944,249363,2.520243774
10671,Tripura,west tripura,2005,kharif,Rice,101554,234625,2.310347204
10672,Tripura,west tripura,2006,kharif,Rice,99501,252488,2.537542336
10673,Tripura,west tripura,2007,kharif,Rice,98941,261101,2.63895655
10674,Tripura,west tripura,2008,kharif,Rice,96284,245684,2.551659673
10675,Tripura,west tripura,2009,kharif,Rice,96010,256436,2.670930111
10676,Tripura,west tripura,2010,kharif,Rice,102413,282438,2.757833478
10677,Tripura,west tripura,2011,kharif,Rice,101031,282578,2.796943512
10678,Tripura,west tripura,2012,kharif,Rice,24729,70991,2.870759028
10679,Tripura,west tripura,2013,kharif,Rice,24283,69594,2.865955607
10680,Tripura,west tripura,2014,kharif,Rice,25700,75960,2.955642023
10681,Uttar Pradesh,agra,1997,kharif,Rice,935,2073,2.217112299
10682,Uttar Pradesh,agra,1998,kharif,Rice,1536,3478,2.264322917
10683,Uttar Pradesh,agra,1999,kharif,Rice,2142,3781,1.765172736
10684,Uttar Pradesh,agra,2000,kharif,Rice,1322,2502,1.892586989
10685,Uttar Pradesh,agra,2001,kharif,Rice,1318,2476,1.878603945
10686,Uttar Pradesh,agra,2002,kharif,Rice,1134,1900,1.675485009
10687,Uttar Pradesh,agra,2003,kharif,Rice,824,1436,1.742718447
10688,Uttar Pradesh,agra,2004,kharif,Rice,1097,2575,2.347310848
10689,Uttar Pradesh,agra,2005,kharif,Rice,1021,2314,2.266405485
10690,Uttar Pradesh,agra,2006,kharif,Rice,1086,2056,1.893186004
10691,Uttar Pradesh,agra,2007,kharif,Rice,1395,2763,1.980645161
10692,Uttar Pradesh,agra,2008,kharif,Rice,4176,9183,2.198994253
10694,Uttar Pradesh,agra,2009,kharif,Rice,4816,8467,1.758098007
10696,Uttar Pradesh,agra,2010,kharif,Rice,4342,9413,2.167894979
10697,Uttar Pradesh,agra,2011,kharif,Rice,6724,16803,2.498958953
10699,Uttar Pradesh,agra,2012,kharif,Rice,3556,8975,2.523903262
10701,Uttar Pradesh,agra,2013,kharif,Rice,8691,22475,2.586008515
10702,Uttar Pradesh,agra,2014,kharif,Rice,10164,24231,2.384002361
10703,Uttar Pradesh,aligarh,1997,kharif,Rice,17167,36571,2.130308149
10704,Uttar Pradesh,aligarh,1998,kharif,Rice,22174,35078,1.581942816
10705,Uttar Pradesh,aligarh,1999,kharif,Rice,31898,56313,1.76540849
10706,Uttar Pradesh,aligarh,2000,kharif,Rice,34648,68335,1.972263911
10707,Uttar Pradesh,aligarh,2001,kharif,Rice,33654,65137,1.935490581
10708,Uttar Pradesh,aligarh,2002,kharif,Rice,26117,45992,1.760998583
10709,Uttar Pradesh,aligarh,2003,kharif,Rice,30731,63252,2.058247372
10711,Uttar Pradesh,aligarh,2004,kharif,Rice,38381,86421,2.251660978
10712,Uttar Pradesh,aligarh,2005,kharif,Rice,36832,76868,2.086989574
10713,Uttar Pradesh,aligarh,2006,kharif,Rice,38447,79239,2.060993055
10714,Uttar Pradesh,aligarh,2007,kharif,Rice,47382,95096,2.00700688
10715,Uttar Pradesh,aligarh,2008,kharif,Rice,47544,102410,2.154004711
10716,Uttar Pradesh,aligarh,2009,kharif,Rice,66448,115088,1.732000963
10717,Uttar Pradesh,aligarh,2010,kharif,Rice,64485,131614,2.041001783
10718,Uttar Pradesh,aligarh,2011,kharif,Rice,70307,154394,2.195997554
10719,Uttar Pradesh,aligarh,2012,kharif,Rice,85311,209609,2.456998511
10720,Uttar Pradesh,aligarh,2013,kharif,Rice,87525,196144,2.241005427
10721,Uttar Pradesh,aligarh,2014,kharif,Rice,90420,201998,2.233996903
10722,Uttar Pradesh,allahabad,1997,kharif,Rice,142391,264382,1.856732518
10723,Uttar Pradesh,allahabad,1998,kharif,Rice,187453,334437,1.784111217
10724,Uttar Pradesh,allahabad,1999,kharif,Rice,205329,431418,2.10110603
10725,Uttar Pradesh,allahabad,2000,kharif,Rice,210540,385279,1.829956303
10726,Uttar Pradesh,allahabad,2001,kharif,Rice,182098,364115,1.999555185
10727,Uttar Pradesh,allahabad,2002,kharif,Rice,165627,315023,1.902002693
10728,Uttar Pradesh,allahabad,2003,kharif,Rice,175078,408380,2.332560345
10729,Uttar Pradesh,allahabad,2004,kharif,Rice,162912,291720,1.790659988
10730,Uttar Pradesh,allahabad,2005,kharif,Rice,187745,378494,2.016000426
10731,Uttar Pradesh,allahabad,2006,kharif,Rice,162136,342918,2.11500222
10732,Uttar Pradesh,allahabad,2007,kharif,Rice,165636,356449,2.15200198
10733,Uttar Pradesh,allahabad,2008,kharif,Rice,185494,453347,2.443998189
10734,Uttar Pradesh,allahabad,2009,kharif,Rice,105361,228633,2.169996488
10735,Uttar Pradesh,allahabad,2010,kharif,Rice,141316,328560,2.325002123
10736,Uttar Pradesh,allahabad,2011,kharif,Rice,155232,397083,2.557997062
10737,Uttar Pradesh,allahabad,2012,kharif,Rice,148937,427300,2.868998301
10738,Uttar Pradesh,allahabad,2013,kharif,Rice,159525,420986,2.638997022
10739,Uttar Pradesh,allahabad,2014,kharif,Rice,149419,313780,2.100000669
10740,Uttar Pradesh,amethi,2010,kharif,Rice,113314,236940,2.091003759
10741,Uttar Pradesh,amethi,2011,kharif,Rice,122203,272146,2.226999337
10742,Uttar Pradesh,amethi,2012,kharif,Rice,118227,308454,2.608997945
10743,Uttar Pradesh,amethi,2013,kharif,Rice,123251,280396,2.274999797
10744,Uttar Pradesh,amethi,2014,kharif,Rice,97395,147846,1.518004004
10745,Uttar Pradesh,azamgarh,1997,kharif,Rice,202707,419064,2.067338572
10746,Uttar Pradesh,azamgarh,1998,kharif,Rice,199011,346646,1.741843416
10747,Uttar Pradesh,azamgarh,1999,kharif,Rice,203833,445549,2.185853125
10749,Uttar Pradesh,azamgarh,2000,kharif,Rice,211031,390953,1.852585639
10750,Uttar Pradesh,azamgarh,2001,kharif,Rice,209614,433548,2.068316048
10751,Uttar Pradesh,azamgarh,2002,kharif,Rice,180384,303911,1.684800204
10752,Uttar Pradesh,azamgarh,2003,kharif,Rice,205352,417537,2.033274572
10753,Uttar Pradesh,azamgarh,2004,kharif,Rice,212127,187398,0.883423609
10754,Uttar Pradesh,azamgarh,2005,kharif,Rice,201562,353338,1.752999077
10755,Uttar Pradesh,azamgarh,2006,kharif,Rice,207566,304914,1.468997813
10756,Uttar Pradesh,azamgarh,2007,kharif,Rice,215737,416372,1.9299981
10757,Uttar Pradesh,azamgarh,2008,kharif,Rice,213081,419343,1.967998085
10758,Uttar Pradesh,azamgarh,2009,kharif,Rice,190222,332128,1.74600204
10759,Uttar Pradesh,azamgarh,2010,kharif,Rice,203577,417536,2.050997903
10761,Uttar Pradesh,azamgarh,2011,kharif,Rice,210944,469350,2.224998104
10763,Uttar Pradesh,azamgarh,2012,kharif,Rice,210961,453777,2.150999474
10765,Uttar Pradesh,azamgarh,2013,kharif,Rice,217062,477971,2.202002193
10766,Uttar Pradesh,azamgarh,2014,kharif,Rice,202341,400028,1.976999224
10767,Uttar Pradesh,bahraich,1997,kharif,Rice,123564,202315,1.637329643
10769,Uttar Pradesh,bahraich,1998,kharif,Rice,120967,202696,1.675630544
10771,Uttar Pradesh,bahraich,1999,kharif,Rice,121579,216828,1.783432994
10773,Uttar Pradesh,bahraich,2000,kharif,Rice,122059,224983,1.843231552
10775,Uttar Pradesh,bahraich,2001,kharif,Rice,151827,299111,1.970077786
10776,Uttar Pradesh,bahraich,2002,kharif,Rice,157356,224311,1.42550014
10777,Uttar Pradesh,bahraich,2003,kharif,Rice,156432,291867,1.865775545
10779,Uttar Pradesh,bahraich,2004,kharif,Rice,159114,291375,1.831234209
10780,Uttar Pradesh,bahraich,2005,kharif,Rice,157629,296815,1.882997418
10781,Uttar Pradesh,bahraich,2006,kharif,Rice,153920,254892,1.656003119
10783,Uttar Pradesh,bahraich,2007,kharif,Rice,163515,302339,1.848998563
10784,Uttar Pradesh,bahraich,2008,kharif,Rice,159350,312804,1.962999686
10785,Uttar Pradesh,bahraich,2009,kharif,Rice,160636,323039,2.011000025
10786,Uttar Pradesh,bahraich,2010,kharif,Rice,159111,329519,2.071000748
10787,Uttar Pradesh,bahraich,2011,kharif,Rice,159686,352427,2.206999987
10788,Uttar Pradesh,bahraich,2012,kharif,Rice,159182,380445,2.390000126
10789,Uttar Pradesh,bahraich,2013,kharif,Rice,159025,375935,2.363999371
10790,Uttar Pradesh,bahraich,2014,kharif,Rice,165249,367679,2.224999849
10791,Uttar Pradesh,ballia,1997,kharif,Rice,112791,213555,1.893369152
10792,Uttar Pradesh,ballia,1998,kharif,Rice,119290,218751,1.833774834
10794,Uttar Pradesh,ballia,1999,kharif,Rice,117170,227541,1.941973201
10796,Uttar Pradesh,ballia,2000,kharif,Rice,119614,207163,1.731929373
10797,Uttar Pradesh,ballia,2001,kharif,Rice,120779,233776,1.935568269
10799,Uttar Pradesh,ballia,2002,kharif,Rice,116396,167845,1.442016908
10800,Uttar Pradesh,ballia,2003,kharif,Rice,122943,219624,1.786388814
10801,Uttar Pradesh,ballia,2004,kharif,Rice,120195,64687,0.538183785
10802,Uttar Pradesh,ballia,2005,kharif,Rice,122495,179210,1.46299849
10803,Uttar Pradesh,ballia,2006,kharif,Rice,119243,159309,1.336002952
10804,Uttar Pradesh,ballia,2007,kharif,Rice,118660,220114,1.854997472
10805,Uttar Pradesh,ballia,2008,kharif,Rice,123485,242401,1.962999555
10806,Uttar Pradesh,ballia,2009,kharif,Rice,82351,89433,1.085997741
10807,Uttar Pradesh,ballia,2010,kharif,Rice,108568,206931,1.906003611
10808,Uttar Pradesh,ballia,2011,kharif,Rice,117098,297663,2.541999009
10809,Uttar Pradesh,ballia,2012,kharif,Rice,112168,244302,2.178000856
10810,Uttar Pradesh,ballia,2013,kharif,Rice,118000,261960,2.22
10811,Uttar Pradesh,ballia,2014,kharif,Rice,122464,251908,2.056996342
10812,Uttar Pradesh,banda,1997,kharif,Rice,59411,71202,1.198464931
10813,Uttar Pradesh,banda,1998,kharif,Rice,61300,91229,1.488238173
10814,Uttar Pradesh,banda,1999,kharif,Rice,64840,86354,1.331801357
10815,Uttar Pradesh,banda,2000,kharif,Rice,65618,66153,1.008153251
10816,Uttar Pradesh,banda,2001,kharif,Rice,66005,92333,1.398878873
10817,Uttar Pradesh,banda,2002,kharif,Rice,58582,47473,0.810368373
10818,Uttar Pradesh,banda,2003,kharif,Rice,60840,71378,1.173208416
10819,Uttar Pradesh,banda,2004,kharif,Rice,64353,75917,1.179696362
10820,Uttar Pradesh,banda,2005,kharif,Rice,14460,11929,0.824965422
10821,Uttar Pradesh,banda,2006,kharif,Rice,57838,51129,0.884003596
10822,Uttar Pradesh,banda,2007,kharif,Rice,28577,17975,0.629002345
10823,Uttar Pradesh,banda,2008,kharif,Rice,56371,80949,1.436004328
10824,Uttar Pradesh,banda,2009,kharif,Rice,30889,32650,1.057010586
10825,Uttar Pradesh,banda,2010,kharif,Rice,47536,54761,1.151990071
10826,Uttar Pradesh,banda,2011,kharif,Rice,55840,82587,1.478993553
10827,Uttar Pradesh,banda,2012,kharif,Rice,49833,87208,1.750005017
10828,Uttar Pradesh,banda,2013,kharif,Rice,56350,101881,1.808003549
10829,Uttar Pradesh,banda,2014,kharif,Rice,45895,81923,1.78500926
10830,Uttar Pradesh,barabanki,1997,kharif,Rice,139476,276910,1.985359488
10832,Uttar Pradesh,barabanki,1998,kharif,Rice,149413,321486,2.151660163
10833,Uttar Pradesh,barabanki,1999,kharif,Rice,154008,330481,2.145869046
10834,Uttar Pradesh,barabanki,2000,kharif,Rice,159139,282912,1.777766607
10836,Uttar Pradesh,barabanki,2001,kharif,Rice,158817,336886,2.12122128
10837,Uttar Pradesh,barabanki,2002,kharif,Rice,146179,310333,2.122965679
10838,Uttar Pradesh,barabanki,2003,kharif,Rice,176642,415220,2.350630088
10839,Uttar Pradesh,barabanki,2004,kharif,Rice,186987,461762,2.469487184
10840,Uttar Pradesh,barabanki,2005,kharif,Rice,179338,416602,2.32299903
10841,Uttar Pradesh,barabanki,2006,kharif,Rice,182527,376553,2.062998899
10842,Uttar Pradesh,barabanki,2007,kharif,Rice,195339,294767,1.509002299
10843,Uttar Pradesh,barabanki,2008,kharif,Rice,161107,331397,2.056999386
10844,Uttar Pradesh,barabanki,2009,kharif,Rice,172786,399827,2.314001134
10845,Uttar Pradesh,barabanki,2010,kharif,Rice,176864,420936,2.379998191
10846,Uttar Pradesh,barabanki,2011,kharif,Rice,177698,486004,2.734999831
10848,Uttar Pradesh,barabanki,2012,kharif,Rice,183962,562372,3.057000902
10849,Uttar Pradesh,barabanki,2013,kharif,Rice,181235,517970,2.858002042
10850,Uttar Pradesh,barabanki,2014,kharif,Rice,191884,529600,2.760000834
10851,Uttar Pradesh,bareilly,1997,kharif,Rice,162862,376411,2.311226683
10853,Uttar Pradesh,bareilly,1998,kharif,Rice,172969,361703,2.0911435
10855,Uttar Pradesh,bareilly,1999,kharif,Rice,181820,386081,2.123424266
10857,Uttar Pradesh,bareilly,2000,kharif,Rice,179743,348088,1.936587238
10859,Uttar Pradesh,bareilly,2001,kharif,Rice,175784,363683,2.068919811
10861,Uttar Pradesh,bareilly,2002,kharif,Rice,122792,229487,1.868908398
10863,Uttar Pradesh,bareilly,2003,kharif,Rice,159862,338695,2.118671104
10865,Uttar Pradesh,bareilly,2004,kharif,Rice,187526,359792,1.918624617
10866,Uttar Pradesh,bareilly,2005,kharif,Rice,159862,301819,1.887997148
10867,Uttar Pradesh,bareilly,2006,kharif,Rice,187526,335484,1.788999925
10869,Uttar Pradesh,bareilly,2007,kharif,Rice,151272,292711,1.934997885
10871,Uttar Pradesh,bareilly,2008,kharif,Rice,186648,326447,1.748998114
10873,Uttar Pradesh,bareilly,2009,kharif,Rice,149116,266321,1.78599882
10875,Uttar Pradesh,bareilly,2010,kharif,Rice,163015,270279,1.658000797
10877,Uttar Pradesh,bareilly,2011,kharif,Rice,166888,420558,2.520001438
10879,Uttar Pradesh,bareilly,2012,kharif,Rice,145203,324384,2.23400343
10881,Uttar Pradesh,bareilly,2013,kharif,Rice,162916,366561,2.25
10883,Uttar Pradesh,bareilly,2014,kharif,Rice,162390,334361,2.058999938
10885,Uttar Pradesh,basti,1997,kharif,Rice,115757,205182,1.772523476
10887,Uttar Pradesh,basti,1998,kharif,Rice,111703,164962,1.476791134
