,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,phosphorus,X1,X2,X3,X4
4150,PUNJAB,kapurthala,2001,kharif,Rice,103000,357000,2,358000,319000,433.651,441.611
4151,PUNJAB,kapurthala,2002,kharif,Rice,102000,362000,2,357000,358000,388.922,433.651
4154,PUNJAB,kapurthala,2005,kharif,Rice,108000,422000,2,423000,361000,683.8,280.8
4159,PUNJAB,kapurthala,2010,kharif,Rice,118000,460000,2,452000,428000,440.5,756.5
4166,PUNJAB,ludhiana,1999,kharif,Rice,237000,856000,2,789000,899000,311.075,455.546
4167,PUNJAB,ludhiana,2000,kharif,Rice,238000,939000,2,856000,789000,448.663,311.075
4168,PUNJAB,ludhiana,2001,kharif,Rice,235000,916000,2,939000,856000,400.61,448.663
4169,PUNJAB,ludhiana,2002,kharif,Rice,236000,1020000,2,916000,939000,360.956,400.61
4172,PUNJAB,ludhiana,2005,kharif,Rice,250000,1130000,2,1144000,1047000,611.2,463.2
4173,PUNJAB,ludhiana,2006,kharif,Rice,248000,1084000,2,1130000,1144000,414.1,611.2
4174,PUNJAB,ludhiana,2007,kharif,Rice,250000,1133000,2,1084000,1130000,474.2,414.1
4175,PUNJAB,ludhiana,2008,kharif,Rice,254000,1135000,2,1133000,1084000,840.9,474.2
4176,PUNJAB,ludhiana,2009,kharif,Rice,257000,1206000,2,1135000,1133000,559.8,840.9
4177,PUNJAB,ludhiana,2010,kharif,Rice,257000,1133000,2,1206000,1135000,563.9,559.8
4184,PUNJAB,mansa,1999,kharif,Rice,91000,291000,1,215000,220000,233.391,370.277
4185,PUNJAB,mansa,2000,kharif,Rice,84000,306000,1,291000,215000,352.99,233.391
4186,PUNJAB,mansa,2001,kharif,Rice,68000,242000,1,306000,291000,342.44,352.99
4187,PUNJAB,mansa,2002,kharif,Rice,88000,267000,1,242000,306000,218.016,342.44
4202,PUNJAB,moga,1999,kharif,Rice,117000,393000,1,413000,429000,258.243,368.638
4203,PUNJAB,moga,2000,kharif,Rice,159000,596000,1,393000,413000,386.348,258.243
4204,PUNJAB,moga,2001,kharif,Rice,151000,579000,1,596000,393000,377.359,386.348
4205,PUNJAB,moga,2002,kharif,Rice,149000,568000,1,579000,596000,274.034,377.359
4208,PUNJAB,moga,2005,kharif,Rice,167000,735000,1,731000,667000,326.8,108.8
4209,PUNJAB,moga,2006,kharif,Rice,168000,711000,1,735000,731000,314.3,326.8
4210,PUNJAB,moga,2007,kharif,Rice,169000,749000,1,711000,735000,283.8,314.3
4211,PUNJAB,moga,2008,kharif,Rice,174000,800000,1,749000,711000,419.8,283.8
4212,PUNJAB,moga,2009,kharif,Rice,172000,812000,1,800000,749000,328.8,419.8
4213,PUNJAB,moga,2010,kharif,Rice,172000,745000,1,812000,800000,407.9,328.8
4220,PUNJAB,muktsar,1999,kharif,Rice,91000,272000,1,221000,97000,202.1,309.028
4221,PUNJAB,muktsar,2000,kharif,Rice,89000,309000,1,272000,221000,276.684,202.1
4222,PUNJAB,muktsar,2001,kharif,Rice,65000,239000,1,309000,272000,278.582,276.684
4223,PUNJAB,muktsar,2002,kharif,Rice,83000,261000,1,239000,309000,182.693,278.582
4230,PUNJAB,muktsar,2009,kharif,Rice,100000,387000,1,402000,283000,176.9,382.6
4231,PUNJAB,muktsar,2010,kharif,Rice,111000,432000,1,387000,402000,262.4,176.9
4238,PUNJAB,nawanshahr,1999,kharif,Rice,46000,160000,1,150000,145000,414.584,560.069
4239,PUNJAB,nawanshahr,2000,kharif,Rice,47000,158000,1,160000,150000,513.124,414.584
4240,PUNJAB,nawanshahr,2001,kharif,Rice,45000,143000,1,158000,160000,475.286,513.124
4241,PUNJAB,nawanshahr,2002,kharif,Rice,43000,151000,1,143000,158000,484.296,475.286
4259,PUNJAB,patiala,1999,kharif,Rice,250000,812000,1,772000,792000,337.404,539.748
4260,PUNJAB,patiala,2000,kharif,Rice,255000,854000,1,812000,772000,511.975,337.404
4261,PUNJAB,patiala,2001,kharif,Rice,252000,908000,1,854000,812000,440.268,511.975
4262,PUNJAB,patiala,2002,kharif,Rice,237000,818000,1,908000,854000,385.446,440.268
4265,PUNJAB,patiala,2005,kharif,Rice,252000,996000,1,965000,950000,770.9,815.4
4266,PUNJAB,patiala,2006,kharif,Rice,237000,989000,1,996000,965000,436.8,770.9
4267,PUNJAB,patiala,2007,kharif,Rice,234000,999000,1,989000,996000,473.7,436.8
4268,PUNJAB,patiala,2008,kharif,Rice,238000,1009000,1,999000,989000,1320.4,473.7
4269,PUNJAB,patiala,2009,kharif,Rice,240000,1021000,1,1009000,999000,516.5,1320.4
4270,PUNJAB,patiala,2010,kharif,Rice,234000,873000,1,1021000,1009000,798,516.5
4277,PUNJAB,rupnagar,1999,kharif,Rice,50000,156000,2,128000,138000,426.253,616.607
4278,PUNJAB,rupnagar,2000,kharif,Rice,49000,163000,2,156000,128000,557.325,426.253
4279,PUNJAB,rupnagar,2001,kharif,Rice,51000,163000,2,163000,156000,479.695,557.325
4280,PUNJAB,rupnagar,2002,kharif,Rice,44000,141000,2,163000,163000,510.99,479.695
4304,PUNJAB,sangrur,1999,kharif,Rice,360000,1282000,1,1262000,1277000,267.911,412.675
4305,PUNJAB,sangrur,2000,kharif,Rice,357000,1342000,1,1282000,1262000,413.34,267.911
4306,PUNJAB,sangrur,2001,kharif,Rice,349000,1362000,1,1342000,1282000,391.382,413.34
4307,PUNJAB,sangrur,2002,kharif,Rice,352000,1429000,1,1362000,1342000,281.727,391.382
4310,PUNJAB,sangrur,2005,kharif,Rice,367000,1625000,1,1710000,1566000,281.8,292.1
4311,PUNJAB,sangrur,2006,kharif,Rice,362000,1637000,1,1625000,1710000,334.6,281.8
4312,PUNJAB,sangrur,2007,kharif,Rice,262000,1207000,1,1637000,1625000,216.5,334.6
4313,PUNJAB,sangrur,2008,kharif,Rice,267000,1233000,1,1207000,1637000,418.5,216.5
4314,PUNJAB,sangrur,2009,kharif,Rice,271000,1273000,1,1233000,1207000,324.5,418.5
4315,PUNJAB,sangrur,2010,kharif,Rice,272000,1185000,1,1273000,1233000,515.8,324.5
4331,RAJASTHAN,ajmer,1999,kharif,Rice,69,87,1,34,100,500.932,612.442
4332,RAJASTHAN,ajmer,2000,kharif,Rice,31,29,1,87,34,415.871,500.932
4333,RAJASTHAN,ajmer,2001,kharif,Rice,51,64,1,29,87,573.769,415.871
4334,RAJASTHAN,ajmer,2002,kharif,Rice,2,2,1,64,29,155.712,573.769
4337,RAJASTHAN,ajmer,2005,kharif,Rice,13,19,1,27,43,498.7,466.7
4338,RAJASTHAN,ajmer,2006,kharif,Rice,15,24,1,19,27,442.6,498.7
4339,RAJASTHAN,ajmer,2007,kharif,Rice,6,12,1,24,19,377.6,442.6
4340,RAJASTHAN,ajmer,2008,kharif,Rice,4,7,1,12,24,492.3,377.6
4341,RAJASTHAN,ajmer,2009,kharif,Rice,7,11,1,7,12,253.6,492.3
4342,RAJASTHAN,ajmer,2010,kharif,Rice,9,18,1,11,7,661.7,253.6
4345,RAJASTHAN,alwar,1999,kharif,Rice,605,763,1,466,300,550.908,664.626
4346,RAJASTHAN,alwar,2000,kharif,Rice,396,371,1,763,466,538.404,550.908
4347,RAJASTHAN,alwar,2001,kharif,Rice,274,342,1,371,763,627.436,538.404
4348,RAJASTHAN,alwar,2002,kharif,Rice,104,84,1,342,371,285.373,627.436
4351,RAJASTHAN,alwar,2005,kharif,Rice,132,193,1,206,265,685.6,428.6
4352,RAJASTHAN,alwar,2006,kharif,Rice,127,200,1,193,206,448,685.6
4353,RAJASTHAN,alwar,2007,kharif,Rice,155,315,1,200,193,557.2,448
4354,RAJASTHAN,alwar,2008,kharif,Rice,265,479,1,315,200,880.9,557.2
4355,RAJASTHAN,alwar,2009,kharif,Rice,346,524,1,479,315,495.3,880.9
4356,RAJASTHAN,alwar,2010,kharif,Rice,378,766,1,524,479,820.5,495.3
4359,RAJASTHAN,banswara,1999,kharif,Rice,45290,29946,1,48058,45400,781.781,958.88
4360,RAJASTHAN,banswara,2000,kharif,Rice,40589,2386,1,29946,48058,632.613,781.781
4361,RAJASTHAN,banswara,2001,kharif,Rice,37606,12917,1,2386,29946,702.196,632.613
4362,RAJASTHAN,banswara,2002,kharif,Rice,27082,8081,1,12917,2386,539.851,702.196
4365,RAJASTHAN,banswara,2005,kharif,Rice,33179,21774,1,21080,23750,758.4,1080.2
4366,RAJASTHAN,banswara,2006,kharif,Rice,33252,18756,1,21774,21080,1801.2,758.4
4367,RAJASTHAN,banswara,2007,kharif,Rice,35853,46686,1,18756,21774,1243.2,1801.2
4368,RAJASTHAN,banswara,2008,kharif,Rice,31530,12376,1,46686,18756,488.6,1243.2
4369,RAJASTHAN,banswara,2009,kharif,Rice,28142,11416,1,12376,46686,725,488.6
4370,RAJASTHAN,banswara,2010,kharif,Rice,27027,17610,1,11416,12376,604.6,725
4373,RAJASTHAN,baran,1999,kharif,Rice,2922,1730,1,1386,1300,954.787,814.645
4374,RAJASTHAN,baran,2000,kharif,Rice,3215,2618,1,1730,1386,672.554,954.787
4375,RAJASTHAN,baran,2001,kharif,Rice,4792,7422,1,2618,1730,718.054,672.554
4376,RAJASTHAN,baran,2002,kharif,Rice,1611,1758,1,7422,2618,417.883,718.054
4379,RAJASTHAN,baran,2005,kharif,Rice,2722,6800,1,4552,3616,792,647.3
4380,RAJASTHAN,baran,2006,kharif,Rice,1838,3571,1,6800,4552,730.7,792
4381,RAJASTHAN,baran,2007,kharif,Rice,3408,10595,1,3571,6800,561,730.7
4382,RAJASTHAN,baran,2008,kharif,Rice,6401,20058,1,10595,3571,823.2,561
4383,RAJASTHAN,baran,2009,kharif,Rice,8298,18491,1,20058,10595,661.4,823.2
4384,RAJASTHAN,baran,2010,kharif,Rice,8231,23800,1,18491,20058,600.5,661.4
4387,RAJASTHAN,bharatpur,1999,kharif,Rice,5659,9119,0,6881,3300,788.628,635.718
4388,RAJASTHAN,bharatpur,2000,kharif,Rice,2617,3279,0,9119,6881,540.218,788.628
4389,RAJASTHAN,bharatpur,2001,kharif,Rice,1880,2505,0,3279,9119,653.867,540.218
4390,RAJASTHAN,bharatpur,2002,kharif,Rice,484,306,0,2505,3279,381.649,653.867
4393,RAJASTHAN,bharatpur,2005,kharif,Rice,3368,7351,0,1206,2428,698.1,505.7
4394,RAJASTHAN,bharatpur,2006,kharif,Rice,878,638,0,7351,1206,365.1,698.1
4395,RAJASTHAN,bharatpur,2007,kharif,Rice,684,1114,0,638,7351,422.3,365.1
4396,RAJASTHAN,bharatpur,2008,kharif,Rice,2281,2766,0,1114,638,784.4,422.3
4397,RAJASTHAN,bharatpur,2009,kharif,Rice,1865,3303,0,2766,1114,555.5,784.4
4398,RAJASTHAN,bharatpur,2010,kharif,Rice,1536,3095,0,3303,2766,751,555.5
4401,RAJASTHAN,bhilwara,1999,kharif,Rice,819,1033,1,410,200,568.038,720.777
4402,RAJASTHAN,bhilwara,2000,kharif,Rice,314,294,1,1033,410,467.33,568.038
4403,RAJASTHAN,bhilwara,2001,kharif,Rice,256,319,1,294,1033,627.514,467.33
4404,RAJASTHAN,bhilwara,2002,kharif,Rice,242,197,1,319,294,206.753,627.514
4407,RAJASTHAN,bhilwara,2005,kharif,Rice,288,423,1,358,314,563.5,877.8
4408,RAJASTHAN,bhilwara,2006,kharif,Rice,207,326,1,423,358,723.3,563.5
4409,RAJASTHAN,bhilwara,2007,kharif,Rice,247,502,1,326,423,570.7,723.3
4410,RAJASTHAN,bhilwara,2008,kharif,Rice,278,502,1,502,326,505.3,570.7
4411,RAJASTHAN,bhilwara,2009,kharif,Rice,430,651,1,502,502,358.6,505.3
4412,RAJASTHAN,bhilwara,2010,kharif,Rice,392,794,1,651,502,705.8,358.6
4415,RAJASTHAN,bikaner,2000,kharif,Rice,33,31,1,40,2,175.029,176.57
4416,RAJASTHAN,bikaner,2002,kharif,Rice,5,4,1,31,40,76.944,236.813
4419,RAJASTHAN,bikaner,2005,kharif,Rice,17,25,1,25,21,267.1,118.2
4420,RAJASTHAN,bikaner,2006,kharif,Rice,7,11,1,25,25,200.5,267.1
4421,RAJASTHAN,bikaner,2007,kharif,Rice,1,2,1,11,25,327.6,200.5
4422,RAJASTHAN,bikaner,2008,kharif,Rice,179,323,1,2,11,338.2,327.6
4423,RAJASTHAN,bikaner,2009,kharif,Rice,63,95,1,323,2,204.5,338.2
4424,RAJASTHAN,bikaner,2010,kharif,Rice,37,75,1,95,323,416.1,204.5
4427,RAJASTHAN,bundi,1999,kharif,Rice,57860,76293,1,54335,45300,758.184,774.929
4428,RAJASTHAN,bundi,2000,kharif,Rice,47883,37633,1,76293,54335,580.076,758.184
4429,RAJASTHAN,bundi,2001,kharif,Rice,29295,31079,1,37633,76293,698.51,580.076
4430,RAJASTHAN,bundi,2002,kharif,Rice,9255,3965,1,31079,37633,288.906,698.51
4433,RAJASTHAN,bundi,2005,kharif,Rice,8788,12485,1,11200,14763,562.3,516.1
4434,RAJASTHAN,bundi,2006,kharif,Rice,9421,16208,1,12485,11200,517.9,562.3
4435,RAJASTHAN,bundi,2007,kharif,Rice,16967,39552,1,16208,12485,585.7,517.9
4436,RAJASTHAN,bundi,2008,kharif,Rice,24506,45335,1,39552,16208,564.8,585.7
4437,RAJASTHAN,bundi,2009,kharif,Rice,36145,31357,1,45335,39552,387.2,564.8
4438,RAJASTHAN,bundi,2010,kharif,Rice,22898,42971,1,31357,45335,616.7,387.2
4447,RAJASTHAN,chittorgarh,2005,kharif,Rice,664,974,1,1048,1283,638.6,959.8
4448,RAJASTHAN,chittorgarh,2006,kharif,Rice,608,958,1,974,1048,1121.8,638.6
4449,RAJASTHAN,chittorgarh,2007,kharif,Rice,860,1747,1,958,974,610.3,1121.8
4450,RAJASTHAN,chittorgarh,2008,kharif,Rice,369,667,1,1747,958,813.8,610.3
4451,RAJASTHAN,chittorgarh,2009,kharif,Rice,748,1133,1,667,1747,646.9,813.8
4452,RAJASTHAN,chittorgarh,2010,kharif,Rice,836,1693,1,1133,667,777.4,646.9
4455,RAJASTHAN,dausa,2000,kharif,Rice,3,3,0,93,17,531.604,737.871
4456,RAJASTHAN,dausa,2001,kharif,Rice,1,1,0,3,93,666.507,531.604
4466,RAJASTHAN,dholpur,2005,kharif,Rice,837,1228,0,960,1287,698.8,828.9
4467,RAJASTHAN,dholpur,2006,kharif,Rice,536,845,0,1228,960,375.8,698.8
4468,RAJASTHAN,dholpur,2007,kharif,Rice,484,983,0,845,1228,379.1,375.8
4469,RAJASTHAN,dholpur,2008,kharif,Rice,574,1037,0,983,845,868.8,379.1
4470,RAJASTHAN,dholpur,2009,kharif,Rice,569,862,0,1037,983,422.9,868.8
4471,RAJASTHAN,dholpur,2010,kharif,Rice,679,1375,0,862,1037,736.3,422.9
4474,RAJASTHAN,dungarpur,1999,kharif,Rice,21366,5818,0,7860,34900,712.448,991.59
4475,RAJASTHAN,dungarpur,2000,kharif,Rice,15144,1495,0,5818,7860,657.862,712.448
4476,RAJASTHAN,dungarpur,2001,kharif,Rice,20576,8516,0,1495,5818,724.989,657.862
4477,RAJASTHAN,dungarpur,2002,kharif,Rice,8439,1400,0,8516,1495,473.647,724.989
4480,RAJASTHAN,dungarpur,2005,kharif,Rice,21879,7234,0,20267,20126,628.6,816.1
4481,RAJASTHAN,dungarpur,2006,kharif,Rice,27161,18171,0,7234,20267,1369.4,628.6
4482,RAJASTHAN,dungarpur,2007,kharif,Rice,29975,39241,0,18171,7234,945.6,1369.4
4483,RAJASTHAN,dungarpur,2008,kharif,Rice,14842,3288,0,39241,18171,424.4,945.6
4484,RAJASTHAN,dungarpur,2009,kharif,Rice,13961,5060,0,3288,39241,719.4,424.4
4485,RAJASTHAN,dungarpur,2010,kharif,Rice,13727,9058,0,5060,3288,593.4,719.4
4488,RAJASTHAN,ganganagar,1999,kharif,Rice,6583,11887,0,7094,5600,155.309,274.043
4489,RAJASTHAN,ganganagar,2000,kharif,Rice,4588,8829,0,11887,7094,175.681,155.309
4490,RAJASTHAN,ganganagar,2001,kharif,Rice,3512,7888,0,8829,11887,203.601,175.681
4491,RAJASTHAN,ganganagar,2002,kharif,Rice,2490,5222,0,7888,8829,105.749,203.601
4502,RAJASTHAN,hanumangarh,1999,kharif,Rice,37006,91185,0,59881,34700,201.93,349.757
4503,RAJASTHAN,hanumangarh,2000,kharif,Rice,33537,86021,0,91185,59881,266.939,201.93
4504,RAJASTHAN,hanumangarh,2001,kharif,Rice,28345,86387,0,86021,91185,271.412,266.939
4505,RAJASTHAN,hanumangarh,2002,kharif,Rice,22232,38653,0,86387,86021,137.043,271.412
4508,RAJASTHAN,hanumangarh,2005,kharif,Rice,16969,65501,0,64671,67043,334.5,171.5
4509,RAJASTHAN,hanumangarh,2006,kharif,Rice,15550,72134,0,65501,64671,237.7,334.5
4510,RAJASTHAN,hanumangarh,2007,kharif,Rice,18169,76206,0,72134,65501,221.7,237.7
4511,RAJASTHAN,hanumangarh,2008,kharif,Rice,24241,88500,0,76206,72134,310,221.7
4512,RAJASTHAN,hanumangarh,2009,kharif,Rice,24635,84380,0,88500,76206,163.6,310
4513,RAJASTHAN,hanumangarh,2010,kharif,Rice,22311,88450,0,84380,88500,339.2,163.6
4516,RAJASTHAN,jaipur,2001,kharif,Rice,9,11,1,11,3,622.597,485.021
4519,RAJASTHAN,jhalawar,1999,kharif,Rice,241,304,1,340,400,960.856,938.097
4520,RAJASTHAN,jhalawar,2000,kharif,Rice,230,215,1,304,340,679.271,960.856
4521,RAJASTHAN,jhalawar,2001,kharif,Rice,223,278,1,215,304,751.671,679.271
4522,RAJASTHAN,jhalawar,2002,kharif,Rice,357,290,1,278,215,477.764,751.671
4525,RAJASTHAN,jhalawar,2005,kharif,Rice,719,1055,1,662,755,661.8,808.8
4526,RAJASTHAN,jhalawar,2006,kharif,Rice,720,1135,1,1055,662,1087,661.8
4527,RAJASTHAN,jhalawar,2007,kharif,Rice,1176,2389,1,1135,1055,726,1087
4528,RAJASTHAN,jhalawar,2008,kharif,Rice,1679,3034,1,2389,1135,618.7,726
4529,RAJASTHAN,jhalawar,2009,kharif,Rice,2397,3631,1,3034,2389,689.2,618.7
4530,RAJASTHAN,jhalawar,2010,kharif,Rice,2294,5858,1,3631,3034,601.5,689.2
4534,RAJASTHAN,karauli,2000,kharif,Rice,1844,194,1,2949,2241,603.639,877.829
4535,RAJASTHAN,karauli,2001,kharif,Rice,2436,566,1,194,2949,701.248,603.639
4536,RAJASTHAN,karauli,2002,kharif,Rice,861,150,1,566,194,381.171,701.248
4539,RAJASTHAN,karauli,2005,kharif,Rice,2295,2810,1,3139,2405,621.6,481.5
4540,RAJASTHAN,karauli,2006,kharif,Rice,1840,4327,1,2810,3139,393.5,621.6
4541,RAJASTHAN,karauli,2007,kharif,Rice,1892,1816,1,4327,2810,545.3,393.5
4542,RAJASTHAN,karauli,2008,kharif,Rice,2445,4692,1,1816,4327,944.8,545.3
4543,RAJASTHAN,karauli,2009,kharif,Rice,1046,1078,1,4692,1816,522.4,944.8
4544,RAJASTHAN,karauli,2010,kharif,Rice,1832,2241,1,1078,4692,709.1,522.4
4547,RAJASTHAN,kota,1999,kharif,Rice,8799,13634,1,5957,4700,867.276,835.949
4548,RAJASTHAN,kota,2000,kharif,Rice,7508,8347,1,13634,5957,637.109,867.276
4549,RAJASTHAN,kota,2001,kharif,Rice,6318,11557,1,8347,13634,729.826,637.109
4550,RAJASTHAN,kota,2002,kharif,Rice,5261,5741,1,11557,8347,354.05,729.826
4553,RAJASTHAN,kota,2005,kharif,Rice,6642,15606,1,10791,9997,665.2,853
4554,RAJASTHAN,kota,2006,kharif,Rice,6505,17751,1,15606,10791,964.7,665.2
4555,RAJASTHAN,kota,2007,kharif,Rice,8402,20645,1,17751,15606,746.6,964.7
4556,RAJASTHAN,kota,2008,kharif,Rice,12011,36786,1,20645,17751,662.5,746.6
4557,RAJASTHAN,kota,2009,kharif,Rice,17348,37733,1,36786,20645,577.9,662.5
4558,RAJASTHAN,kota,2010,kharif,Rice,13974,38259,1,37733,36786,593.5,577.9
4563,RAJASTHAN,pratapgarh,2010,kharif,Rice,1324,2681,1,2318,2765,717.8,648
4566,RAJASTHAN,rajsamand,1999,kharif,Rice,217,274,1,286,500,479.668,715.143
4567,RAJASTHAN,rajsamand,2000,kharif,Rice,164,154,1,274,286,423.513,479.668
4568,RAJASTHAN,rajsamand,2001,kharif,Rice,248,309,1,154,274,567.381,423.513
4569,RAJASTHAN,rajsamand,2002,kharif,Rice,93,76,1,309,154,198.356,567.381
4572,RAJASTHAN,rajsamand,2005,kharif,Rice,83,122,1,99,154,659.7,443.9
4573,RAJASTHAN,rajsamand,2006,kharif,Rice,105,165,1,122,99,666.6,659.7
4574,RAJASTHAN,rajsamand,2007,kharif,Rice,160,325,1,165,122,508.6,666.6
4575,RAJASTHAN,rajsamand,2008,kharif,Rice,105,190,1,325,165,314.4,508.6
4576,RAJASTHAN,rajsamand,2009,kharif,Rice,61,92,1,190,325,390.4,314.4
4577,RAJASTHAN,rajsamand,2010,kharif,Rice,86,174,1,92,190,808.2,390.4
4580,RAJASTHAN,sawai madhopur,1999,kharif,Rice,1142,1441,1,1930,2100,804.861,681.237
4581,RAJASTHAN,sawai madhopur,2000,kharif,Rice,216,202,1,1441,1930,581.873,804.861
4582,RAJASTHAN,sawai madhopur,2001,kharif,Rice,355,443,1,202,1441,685.712,581.873
4583,RAJASTHAN,sawai madhopur,2002,kharif,Rice,17,14,1,443,202,327.426,685.712
4594,RAJASTHAN,sirohi,2000,kharif,Rice,7,6,1,10,14,485.792,445.039
4595,RAJASTHAN,sirohi,2001,kharif,Rice,7,9,1,6,10,591.809,485.792
4596,RAJASTHAN,sirohi,2002,kharif,Rice,3,2,1,9,6,216.9,591.809
4599,RAJASTHAN,sirohi,2005,kharif,Rice,1,2,1,2,10,948.6,675.8
4600,RAJASTHAN,sirohi,2006,kharif,Rice,7,11,1,2,2,1545.5,948.6
4601,RAJASTHAN,sirohi,2007,kharif,Rice,3,6,1,11,2,862.2,1545.5
4602,RAJASTHAN,sirohi,2008,kharif,Rice,3,5,1,6,11,468.1,862.2
4605,RAJASTHAN,tonk,2000,kharif,Rice,70,66,1,196,40,505.741,653.457
4606,RAJASTHAN,tonk,2001,kharif,Rice,12,15,1,66,196,636.963,505.741
4607,RAJASTHAN,tonk,2002,kharif,Rice,10,8,1,15,66,238.646,636.963
4610,RAJASTHAN,tonk,2005,kharif,Rice,4,6,1,8,8,390.7,508.7
4611,RAJASTHAN,tonk,2009,kharif,Rice,7,11,1,6,8,295.8,547.2
4612,RAJASTHAN,tonk,2010,kharif,Rice,2,4,1,11,6,770.5,295.8
4615,RAJASTHAN,udaipur,1999,kharif,Rice,6452,2877,1,5257,8700,603.668,894.264
4616,RAJASTHAN,udaipur,2000,kharif,Rice,5879,1663,1,2877,5257,558.297,603.668
4617,RAJASTHAN,udaipur,2001,kharif,Rice,6272,7038,1,1663,2877,668.199,558.297
4618,RAJASTHAN,udaipur,2002,kharif,Rice,3683,880,1,7038,1663,333.659,668.199
4621,RAJASTHAN,udaipur,2005,kharif,Rice,5785,4477,1,4165,6070,705.4,608.5
4622,RAJASTHAN,udaipur,2006,kharif,Rice,6175,5725,1,4477,4165,1092,705.4
4623,RAJASTHAN,udaipur,2007,kharif,Rice,5759,4256,1,5725,4477,513.8,1092
4624,RAJASTHAN,udaipur,2008,kharif,Rice,3689,2013,1,4256,5725,594.5,513.8
4625,RAJASTHAN,udaipur,2009,kharif,Rice,4253,2594,1,2013,4256,582.8,594.5
4626,RAJASTHAN,udaipur,2010,kharif,Rice,4881,5269,1,2594,2013,873.7,582.8
4707,TAMIL NADU,coimbatore,2000,kharif,Rice,12170,47066,2,60494,51575,2351.395,2177.803
4708,TAMIL NADU,coimbatore,2001,kharif,Rice,10548,37200,2,47066,60494,2308.308,2351.395
4709,TAMIL NADU,coimbatore,2002,kharif,Rice,6577,22152,2,37200,47066,1838.713,2308.308
4712,TAMIL NADU,coimbatore,2005,kharif,Rice,7406,20665,2,24454,10643,1004.6,714
4713,TAMIL NADU,coimbatore,2006,kharif,Rice,6221,24009,2,20665,24454,765.6,1004.6
4714,TAMIL NADU,coimbatore,2007,kharif,Rice,6479,24456,2,24009,20665,722.3,765.6
4715,TAMIL NADU,coimbatore,2008,kharif,Rice,2573,25437,2,24456,24009,1234.4,722.3
4716,TAMIL NADU,coimbatore,2009,kharif,Rice,2817,9884,2,25437,24456,1230.1,1234.4
4717,TAMIL NADU,coimbatore,2010,kharif,Rice,2666,10419,2,9884,25437,731.4,1230.1
4723,TAMIL NADU,cuddalore,2000,kharif,Rice,123804,472024,1,447523,418149,1113.366,711.07
4724,TAMIL NADU,cuddalore,2001,kharif,Rice,108375,402810,1,472024,447523,986.036,1113.366
4725,TAMIL NADU,cuddalore,2002,kharif,Rice,102336,281708,1,402810,472024,930.045,986.036
4728,TAMIL NADU,cuddalore,2005,kharif,Rice,114291,218345,1,315702,317655,1901.9,1603.7
4729,TAMIL NADU,cuddalore,2006,kharif,Rice,105440,392384,1,218345,315702,1350.2,1901.9
4730,TAMIL NADU,cuddalore,2007,kharif,Rice,102798,335119,1,392384,218345,1222.4,1350.2
4731,TAMIL NADU,cuddalore,2008,kharif,Rice,107817,223882,1,335119,392384,1848.8,1222.4
4732,TAMIL NADU,cuddalore,2009,kharif,Rice,111517,322962,1,223882,335119,1385.8,1848.8
4733,TAMIL NADU,cuddalore,2010,kharif,Rice,115815,301506,1,322962,223882,1519.5,1385.8
4739,TAMIL NADU,dharmapuri,2000,kharif,Rice,61608,227438,1,201243,196352,990.718,835.544
4740,TAMIL NADU,dharmapuri,2001,kharif,Rice,54334,189510,1,227438,201243,752.56,990.718
4741,TAMIL NADU,dharmapuri,2002,kharif,Rice,30152,77596,1,189510,227438,733.338,752.56
4744,TAMIL NADU,dharmapuri,2005,kharif,Rice,29023,85390,1,38568,38810,1333,1053.7
4745,TAMIL NADU,dharmapuri,2006,kharif,Rice,21062,76072,1,85390,38568,760.9,1333
4746,TAMIL NADU,dharmapuri,2007,kharif,Rice,18801,70395,1,76072,85390,930,760.9
4747,TAMIL NADU,dharmapuri,2008,kharif,Rice,20368,77727,1,70395,76072,901.4,930
4748,TAMIL NADU,dharmapuri,2009,kharif,Rice,20310,79675,1,77727,70395,816,901.4
4749,TAMIL NADU,dharmapuri,2010,kharif,Rice,22862,93207,1,79675,77727,1049.2,816
4755,TAMIL NADU,dindigul,2000,kharif,Rice,25246,111460,1,118998,93305,1636.37,1351.67
4756,TAMIL NADU,dindigul,2001,kharif,Rice,16106,76330,1,111460,118998,1787.746,1636.37
4757,TAMIL NADU,dindigul,2002,kharif,Rice,15372,52709,1,76330,111460,1223.69,1787.746
4760,TAMIL NADU,dindigul,2005,kharif,Rice,23735,75304,1,74246,32378,1309.1,1043.9
4761,TAMIL NADU,dindigul,2006,kharif,Rice,18607,81248,1,75304,74246,859.8,1309.1
4762,TAMIL NADU,dindigul,2007,kharif,Rice,17276,67837,1,81248,75304,920.6,859.8
4763,TAMIL NADU,dindigul,2008,kharif,Rice,19638,72661,1,67837,81248,1111.5,920.6
4764,TAMIL NADU,dindigul,2009,kharif,Rice,16647,78849,1,72661,67837,800.3,1111.5
4765,TAMIL NADU,dindigul,2010,kharif,Rice,18349,98053,1,78849,72661,1195.9,800.3
4771,TAMIL NADU,erode,2000,kharif,Rice,68130,306471,1,270611,232121,1445.085,1282.632
4772,TAMIL NADU,erode,2001,kharif,Rice,50474,233910,1,306471,270611,1282.13,1445.085
4773,TAMIL NADU,erode,2002,kharif,Rice,16691,74471,1,233910,306471,1092.844,1282.13
4776,TAMIL NADU,erode,2005,kharif,Rice,43539,179564,1,216247,7962,1191.1,828.9
